Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude,date,Flare,Class,ID
11790,321,10,Axx,2,2,Alpha,-15,-45,08/07/2013,,,1179041463
11784,54,10,Bxo,5,7,Beta,-15,62,09/07/2013,,,1178441464
11785,7,570,Ekc,14,59,Beta-Gamma-Delta,-9,16,09/07/2013,,,1178541464
11787,348,200,Eac,11,34,Beta-Gamma-Delta,-14,-3,09/07/2013,,,1178741464
11789,342,10,Bxo,6,3,Beta,-25,-9,09/07/2013,,,1178941464
11784,55,10,Axx,5,3,Alpha,-16,76,10/07/2013,,,1178441465
11785,9,480,Ekc,13,42,Beta-Gamma-Delta,-12,31,10/07/2013,,,1178541465
11787,348,230,Eai,11,23,Beta-Gamma,-15,9,10/07/2013,,,1178741465
11785,8,320,Ekc,12,39,Beta-Gamma-Delta,-13,43,11/07/2013,,,1178541466
11787,350,120,Eai,11,17,Beta-Gamma,-12,24,11/07/2013,,,1178741466
11785,9,240,Eai,11,39,Beta-Gamma,-13,57,12/07/2013,,,1178541467
11787,348,100,Esi,11,14,Beta-Gamma,-15,36,12/07/2013,,,1178741467
11789,337,10,Axx,1,2,Alpha,-28,24,12/07/2013,,,1178941467
11785,7,80,Eso,11,12,Beta-Gamma,-11,68,13/07/2013,,,1178541468
11787,348,90,Eao,11,14,Beta-Gamma,-13,49,13/07/2013,,,1178741468
11789,336,0,Axx,0,1,Alpha,-27,37,13/07/2013,,,1178941468
11791,252,50,Dso,5,7,Beta,-15,-47,13/07/2013,,,1179141468
11792,243,10,Bxo,4,3,Beta,5,-55,13/07/2013,,,1179241468
11785,9,30,Cao,6,6,Beta-Gamma,-11,83,14/07/2013,,,1178541469
11787,349,90,Eao,11,10,Beta-Gamma,-14,63,14/07/2013,,,1178741469
11791,254,130,Dao,6,7,Beta,-14,-32,14/07/2013,,,1179141469
11792,243,10,Bxo,2,3,Beta,5,-43,14/07/2013,,,1179241469
11787,348,20,Hax,1,1,Alpha,-13,75,15/07/2013,,,1178741470
11791,256,110,Dai,7,15,Beta,-15,-17,15/07/2013,,,1179141470
11792,244,10,Bxo,2,5,Beta,4,-29,15/07/2013,,,1179241470
11793,206,150,Dho,6,3,Beta,19,-74,15/07/2013,,,1179341470
11794,330,10,Bxo,4,2,Beta,13,57,15/07/2013,,,1179441470
11795,209,10,Bxo,3,2,Beta,-6,-64,15/07/2013,,,1179541470
11791,255,110,Dso,7,13,Beta-Gamma-Delta,-14,-4,16/07/2013,,,1179141471
11792,246,10,Axx,1,2,Alpha,3,-13,16/07/2013,,,1179241471
11793,198,210,Esi,11,6,Beta-Gamma,21,-62,16/07/2013,,,1179341471
11794,331,30,Dao,4,5,Beta,13,72,16/07/2013,,,1179441471
11795,209,0,Axx,1,1,Alpha,-5,-49,16/07/2013,,,1179541471
11791,255,110,Dao,7,14,Beta-Delta,-14,8,17/07/2013,,,1179141472
11793,195,310,Esi,12,14,Beta-Gamma,21,-51,17/07/2013,,,1179341472
11794,335,110,Dao,9,3,Beta,15,88,17/07/2013,,,1179441472
11791,254,90,Dao,6,15,Beta-Gamma,-14,21,18/07/2013,,,1179141473
11793,196,310,Eho,14,11,Beta-Gamma,21,-37,18/07/2013,,,1179341473
11796,272,10,Bxo,3,4,Beta,-14,39,18/07/2013,,,1179641473
11797,222,20,Cro,4,4,Beta,-19,-11,18/07/2013,,,1179741473
11791,253,30,Cao,7,10,Beta,-14,34,19/07/2013,,,1179141474
11793,195,310,Eho,14,18,Beta-Gamma,20,-24,19/07/2013,,,1179341474
11796,272,40,Dso,4,6,Beta,-12,53,19/07/2013,,,1179641474
11797,221,10,Bxo,6,4,Beta,-19,2,19/07/2013,,,1179741474
11798,177,10,Bxo,1,2,Beta,-12,-42,19/07/2013,,,1179841474
11799,161,10,Axx,1,1,Alpha,-18,-58,19/07/2013,,,1179941474
11800,156,30,Hax,0,1,Alpha,-10,-63,19/07/2013,,,1180041474
11791,253,0,Axx,1,1,Alpha,-13,46,20/07/2013,,,1179141475
11793,195,280,Eho,13,17,Beta-Gamma,21,-12,20/07/2013,,,1179341475
11796,274,10,Axx,1,1,Alpha,-13,67,20/07/2013,,,1179641475
11797,221,10,Bxo,5,2,Beta,-19,14,20/07/2013,,,1179741475
11798,179,10,Axx,1,1,Alpha,-12,-28,20/07/2013,,,1179841475
11799,159,0,Axx,1,1,Alpha,-17,-48,20/07/2013,,,1179941475
11800,156,20,Hrx,1,1,Alpha,-10,-51,20/07/2013,,,1180041475
11793,195,230,Eao,15,24,Beta-Gamma,21,1,21/07/2013,,,1179341476
11798,180,10,Axx,1,1,Alpha,-12,-14,21/07/2013,,,1179841476
11800,157,20,Cro,3,2,Beta,-9,-37,21/07/2013,,,1180041476
11793,195,240,Fso,16,18,Beta-Gamma,21,15,22/07/2013,,,1179341477
11800,158,80,Dao,5,11,Beta,-8,-22,22/07/2013,,,1180041477
11793,194,170,Fso,16,14,Beta,21,27,23/07/2013,,,1179341478
11799,158,10,Axx,1,1,Alpha,-15,-8,23/07/2013,,,1179941478
11800,158,60,Dao,6,8,Beta,-8,-8,23/07/2013,,,1180041478
11793,193,110,Eso,13,5,Beta,20,40,24/07/2013,,,1179341479
11799,157,10,Axx,1,1,Alpha,-16,4,24/07/2013,,,1179941479
11800,156,50,Dso,7,9,Beta-Gamma,-7,3,24/07/2013,,,1180041479
11801,86,60,Hsx,2,1,Alpha,20,-66,24/07/2013,,,1180141479
11802,200,10,Bxo,2,2,Beta,14,47,24/07/2013,,,1180241479
11803,143,10,Bxo,6,6,Beta,-9,-11,24/07/2013,,,1180341479
11793,192,100,Eso,12,2,Beta,19,52,25/07/2013,,,1179341480
11800,158,120,Dso,7,18,Beta-Gamma,-9,18,25/07/2013,,,1180041480
11801,83,90,Hsx,2,1,Alpha,21,-57,25/07/2013,,,1180141480
11804,211,10,Bxo,5,4,Beta,-21,71,25/07/2013,,,1180441480
11793,193,100,Eso,12,2,Beta,20,66,26/07/2013,,,1179341481
11800,159,120,Dao,7,14,Beta-Gamma,-9,32,26/07/2013,,,1180041481
11801,83,70,Hsx,2,1,Alpha,20,-44,26/07/2013,,,1180141481
11804,212,30,Hsx,2,1,Alpha,-23,85,26/07/2013,,,1180441481
11805,128,20,Cso,4,3,Beta,-7,1,26/07/2013,,,1180541481
11793,195,70,Cso,11,2,Beta,21,81,27/07/2013,,,1179341482
11800,160,160,Dai,8,12,Beta-Gamma,-8,46,27/07/2013,,,1180041482
11801,84,80,Hsx,2,1,Alpha,20,-30,27/07/2013,,,1180141482
11805,130,20,Cso,5,3,Beta,-7,16,27/07/2013,,,1180541482
11800,161,210,Dao,7,17,Beta-Gamma,-8,60,28/07/2013,,,1180041483
11801,85,90,Hsx,2,1,Alpha,20,-16,28/07/2013,,,1180141483
11805,131,30,Cso,5,4,Beta,-6,30,28/07/2013,,,1180541483
11806,44,10,Axx,1,2,Alpha,-16,-57,28/07/2013,,,1180641483
11800,162,220,Dao,9,14,Beta-Gamma,-8,74,29/07/2013,,,1180041484
11801,84,90,Hsx,2,1,Alpha,19,-4,29/07/2013,,,1180141484
11805,132,120,Dao,7,9,Beta,-7,44,29/07/2013,,,1180541484
11806,41,40,Dso,8,4,Beta,-15,-47,29/07/2013,,,1180641484
11800,159,170,Dao,6,5,Beta-Gamma,-8,84,30/07/2013,,,1180041485
11801,83,80,Hsx,2,1,Alpha,19,9,30/07/2013,,,1180141485
11805,133,130,Dao,7,10,Beta,-6,58,30/07/2013,,,1180541485
11806,43,80,Dso,9,10,Beta,-15,-32,30/07/2013,,,1180641485
11807,92,30,Dao,4,8,Beta,28,18,30/07/2013,,,1180741485
11808,21,10,Bxo,2,3,Beta,15,-54,30/07/2013,,,1180841485
11800,156,30,Hsx,3,1,Alpha,-7,95,31/07/2013,,,1180041486
11801,83,60,Hsx,1,1,Alpha,19,23,31/07/2013,,,1180141486
11805,131,150,Dao,7,9,Beta-Gamma,-7,71,31/07/2013,,,1180541486
11806,40,60,Cao,9,11,Beta,-15,-20,31/07/2013,,,1180641486
11807,92,50,Cao,6,6,Beta,28,31,31/07/2013,,,1180741486
11808,19,80,Dso,5,6,Beta,15,-41,31/07/2013,,,1180841486
11809,342,60,Hsx,4,1,Alpha,14,-79,31/07/2013,,,1180941486
11801,84,60,Hsx,1,1,Alpha,19,36,01/08/2013,,,1180141487
11805,134,120,Dao,7,3,Beta,-7,86,01/08/2013,,,1180541487
11806,38,50,Dao,7,7,Beta,-15,-9,01/08/2013,,,1180641487
11807,91,10,Bxo,6,5,Beta,28,43,01/08/2013,,,1180741487
11808,20,60,Cso,3,3,Beta,15,-28,01/08/2013,,,1180841487
11809,343,120,Cso,3,4,Beta,12,-65,01/08/2013,,,1180941487
11810,334,30,Hax,2,1,Alpha,-26,-74,01/08/2013,,,1181041487
11801,85,60,Hsx,2,1,Alpha,20,50,02/08/2013,,,1180141488
11806,40,30,Dao,8,7,Beta,-15,5,02/08/2013,,,1180641488
11807,91,20,Cro,7,3,Beta,28,56,02/08/2013,,,1180741488
11808,21,60,Hsx,2,1,Alpha,15,-14,02/08/2013,,,1180841488
11809,343,160,Dso,5,3,Beta,12,-52,02/08/2013,,,1180941488
11810,336,40,Hsx,2,1,Alpha,-26,-59,02/08/2013,,,1181041488
11811,8,10,Cro,1,2,Beta,6,-27,02/08/2013,,,1181141488
11801,86,60,Hsx,2,1,Alpha,20,64,03/08/2013,,,1180141489
11806,41,80,Dai,8,12,Beta,-14,19,03/08/2013,,,1180641489
11807,92,10,Bxo,4,3,Beta,30,70,03/08/2013,,,1180741489
11808,22,70,Hsx,2,2,Alpha,15,0,03/08/2013,,,1180841489
11809,342,160,Cao,5,8,Beta,13,-40,03/08/2013,,,1180941489
11810,337,40,Hsx,2,1,Alpha,-26,-45,03/08/2013,,,1181041489
11811,10,10,Cro,5,3,Beta,7,-8,03/08/2013,,,1181141489
11812,84,20,Cro,3,2,Beta,-12,62,03/08/2013,,,1181241489
11801,84,60,Hsx,2,1,Alpha,19,76,04/08/2013,,,1180141490
11806,40,100,Dao,10,11,Beta,-14,32,04/08/2013,,,1180641490
11808,20,60,Cso,3,6,Beta,14,12,04/08/2013,,,1180841490
11809,341,110,Cao,9,13,Beta,13,-27,04/08/2013,,,1180941490
11810,336,40,Hsx,2,1,Alpha,-25,-32,04/08/2013,,,1181041490
11811,9,10,Axx,1,1,Alpha,7,1,04/08/2013,,,1181141490
11812,85,10,Axx,1,1,Alpha,-12,77,04/08/2013,,,1181241490
11801,83,60,Hsx,2,1,Alpha,21,88,05/08/2013,,,1180141491
11806,41,100,Dao,8,7,Beta,-15,46,05/08/2013,,,1180641491
11808,21,60,Cso,3,5,Beta,14,26,05/08/2013,,,1180841491
11809,341,80,Cao,7,10,Beta,12,-14,05/08/2013,,,1180941491
11810,335,30,Hsx,2,2,Alpha,-26,-20,05/08/2013,,,1181041491
11806,41,40,Cao,6,3,Beta,-14,60,06/08/2013,,,1180641492
11808,21,40,Cso,3,2,Beta,15,39,06/08/2013,,,1180841492
11809,339,80,Cso,9,9,Beta,12,-2,06/08/2013,,,1180941492
11810,335,40,Cso,4,5,Beta,-26,-6,06/08/2013,,,1181041492
11806,45,30,Hsx,1,1,Alpha,-13,77,07/08/2013,,,1180641493
11808,22,40,Hsx,1,1,Alpha,15,54,07/08/2013,,,1180841493
11809,337,60,Cso,10,11,Beta,13,9,07/08/2013,,,1180941493
11810,334,50,Cao,4,8,Beta,-26,6,07/08/2013,,,1181041493
11808,22,30,Hsx,1,2,Alpha,14,67,08/08/2013,,,1180841494
11809,335,60,Cso,15,10,Beta,13,21,08/08/2013,,,1180941494
11810,334,30,Cao,5,8,Beta,-25,19,08/08/2013,,,1181041494
11813,321,20,Cro,3,5,Beta,-13,6,08/08/2013,,,1181341494
11814,251,30,Hsx,1,1,Alpha,-27,-64,08/08/2013,,,1181441494
11815,2,10,Bxo,2,2,Beta,6,47,08/08/2013,,,1181541494
11816,253,10,Axx,1,1,Alpha,-19,-62,08/08/2013,,,1181641494
11808,21,30,Hrx,1,1,Alpha,15,80,09/08/2013,,,1180841495
11809,341,30,Hsx,4,3,Alpha,11,40,09/08/2013,,,1180941495
11810,335,20,Dro,4,4,Beta,-25,33,09/08/2013,,,1181041495
11813,322,40,Dao,4,7,Beta-Gamma,-13,21,09/08/2013,,,1181341495
11814,252,40,Hsx,3,1,Alpha,-26,-50,09/08/2013,,,1181441495
11815,2,20,Bxo,2,3,Beta,7,61,09/08/2013,,,1181541495
11816,254,10,Hrx,0,1,Alpha,-20,-47,09/08/2013,,,1181641495
11809,341,30,Hax,3,1,Alpha,11,53,10/08/2013,,,1180941496
11813,321,70,Cao,4,8,Beta,-13,33,10/08/2013,,,1181341496
11814,252,20,Hax,1,1,Alpha,-26,-36,10/08/2013,,,1181441496
11816,256,10,Hrx,0,1,Alpha,-21,-33,10/08/2013,,,1181641496
11809,342,20,Hrx,2,2,Alpha,10,67,11/08/2013,,,1180941497
11813,322,30,Cro,5,8,Beta,-14,47,11/08/2013,,,1181341497
11814,253,20,Hax,1,1,Alpha,-26,-22,11/08/2013,,,1181441497
11817,242,10,Cro,3,3,Beta,-22,-34,11/08/2013,,,1181741497
11818,218,20,Hrx,1,1,Alpha,-7,-58,11/08/2013,,,1181841497
11819,227,10,Axx,0,1,Alpha,-20,-49,11/08/2013,,,1181941497
11809,344,10,Hrx,1,1,Alpha,11,82,12/08/2013,,,1180941498
11813,322,20,Bxo,4,5,Beta,-14,60,12/08/2013,,,1181341498
11814,254,30,Hax,1,1,Alpha,-27,-9,12/08/2013,,,1181441498
11817,241,50,Dao,7,12,Beta,-22,-22,12/08/2013,,,1181741498
11818,216,60,Dao,6,9,Beta-Gamma,-8,-47,12/08/2013,,,1181841498
11819,226,10,Bxo,3,2,Beta,-20,-37,12/08/2013,,,1181941498
11809,344,10,Axx,1,1,Alpha,14,95,13/08/2013,,,1180941499
11814,253,10,Hax,1,1,Alpha,-27,4,13/08/2013,,,1181441499
11817,241,180,Dac,9,23,Beta-Gamma-Delta,-23,-7,13/08/2013,,,1181741499
11818,214,120,Dsi,6,8,Beta-Gamma,-7,-34,13/08/2013,,,1181841499
11819,227,10,Hrx,6,2,Alpha,-20,-21,13/08/2013,,,1181941499
11814,254,10,Hrx,1,1,Alpha,-27,18,14/08/2013,,,1181441500
11817,240,240,Esc,12,22,Beta-Gamma,-21,4,14/08/2013,,,1181741500
11818,214,340,Dhc,9,17,Beta-Gamma,-7,-21,14/08/2013,,,1181841500
11819,228,20,Cro,5,4,Beta,-17,-7,14/08/2013,,,1181941500
11820,176,60,Cso,10,4,Beta,-13,-59,14/08/2013,,,1182041500
11817,239,220,Esc,11,22,Beta,-21,17,15/08/2013,,,1181741501
11818,214,270,Dhc,8,15,Beta,-7,-7,15/08/2013,,,1181841501
11819,227,30,Dso,6,8,Beta,-18,5,15/08/2013,,,1181941501
11820,177,20,Cro,11,6,Beta,-12,-45,15/08/2013,,,1182041501
11821,244,10,Bxo,3,4,Beta,1,22,15/08/2013,,,1182141501
11817,241,260,Ekc,12,22,Beta-Gamma-Delta,-21,31,16/08/2013,,,1181741502
11818,217,300,Dki,8,15,Beta,-7,7,16/08/2013,,,1181841502
11819,229,20,Cao,5,6,Beta,-17,19,16/08/2013,,,1181941502
11820,179,30,Cro,11,7,Beta,-13,-31,16/08/2013,,,1182041502
11821,245,10,Bxo,3,3,Beta,1,35,16/08/2013,,,1182141502
11822,153,30,Dao,7,5,Beta,-8,-57,16/08/2013,,,1182241502
11823,138,120,Hsx,2,1,Alpha,-7,-72,16/08/2013,,,1182341502
11817,241,140,Eai,12,13,Beta-Gamma-Delta,-21,44,17/08/2013,,,1181741503
11818,216,330,Dki,8,16,Beta-Gamma-Delta,-7,19,17/08/2013,,,1181841503
11819,229,10,Bxo,3,4,Beta,-16,32,17/08/2013,,,1181941503
11820,172,20,Cro,3,7,Beta,-13,-25,17/08/2013,,,1182041503
11822,153,20,Cro,4,3,Beta,-8,-44,17/08/2013,,,1182241503
11823,140,130,Hsx,3,1,Alpha,-7,-57,17/08/2013,,,1182341503
11817,240,150,Eso,12,8,Beta-Delta,-21,57,18/08/2013,,,1181741504
11818,216,300,Dko,7,13,Beta-Gamma-Delta,-7,33,18/08/2013,,,1181841504
11820,173,10,Bxo,3,5,Beta,-13,-10,18/08/2013,,,1182041504
11822,153,10,Bxo,4,3,Beta,-8,-30,18/08/2013,,,1182241504
11823,140,120,Hsx,2,1,Alpha,-7,-43,18/08/2013,,,1182341504
11824,196,40,Dao,4,6,Beta,-14,13,18/08/2013,,,1182441504
11817,240,140,Cao,12,6,Beta,-21,70,19/08/2013,,,1181741505
11818,217,260,Cko,6,7,Beta-Delta,-6,47,19/08/2013,,,1181841505
11820,173,10,Bxo,3,5,Beta,-13,3,19/08/2013,,,1182041505
11822,155,10,Bxo,3,2,Beta,-8,-15,19/08/2013,,,1182241505
11823,141,120,Cso,3,5,Beta,-7,-29,19/08/2013,,,1182341505
11824,196,100,Dao,6,9,Beta-Gamma,-14,26,19/08/2013,,,1182441505
11825,182,10,Bxo,4,6,Beta,16,12,19/08/2013,,,1182541505
11826,149,10,Axx,1,1,Alpha,8,-21,19/08/2013,,,1182641505
11827,100,180,Dso,6,3,Beta,-17,-70,19/08/2013,,,1182741505
11817,243,60,Cso,4,3,Beta,-19,88,20/08/2013,,,1181741506
11818,217,250,Hkx,4,3,Alpha,-4,61,20/08/2013,,,1181841506
11820,175,10,Bxo,6,5,Beta,-12,19,20/08/2013,,,1182041506
11822,156,10,Bxo,3,3,Beta,-11,0,20/08/2013,,,1182241506
11823,140,170,Cso,4,4,Beta,-8,-17,20/08/2013,,,1182341506
11824,196,120,Dao,6,9,Beta,-14,40,20/08/2013,,,1182441506
11825,183,70,Dai,6,20,Beta-Gamma,17,27,20/08/2013,,,1182541506
11826,155,10,Bxo,3,2,Beta,13,-1,20/08/2013,,,1182641506
11827,98,300,Dao,8,8,Beta,-18,-58,20/08/2013,,,1182741506
11828,92,30,Cao,9,4,Beta,15,-65,20/08/2013,,,1182841506
11818,218,210,Hax,2,2,Alpha,-5,76,21/08/2013,,,1181841507
11820,177,60,Dai,5,10,Beta-Gamma,-12,34,21/08/2013,,,1182041507
11823,139,120,Cso,6,5,Beta,-8,-3,21/08/2013,,,1182341507
11824,196,50,Cao,6,3,Beta,-12,53,21/08/2013,,,1182441507
11825,183,80,Dao,8,12,Beta,16,40,21/08/2013,,,1182541507
11827,98,160,Dao,9,7,Beta-Gamma,-18,-44,21/08/2013,,,1182741507
11828,89,60,Cao,11,6,Beta,16,-57,21/08/2013,,,1182841507
11818,221,150,Hsx,6,1,Alpha,-6,91,22/08/2013,,,1181841508
11820,177,130,Dai,8,15,Beta-Gamma,-12,47,22/08/2013,,,1182041508
11823,140,120,Cso,6,5,Beta,-7,10,22/08/2013,,,1182341508
11824,199,10,Axx,0,1,Alpha,-12,70,22/08/2013,,,1182441508
11825,185,70,Cso,7,5,Beta,15,55,22/08/2013,,,1182541508
11827,97,130,Dac,7,8,Beta,-18,-32,22/08/2013,,,1182741508
11828,88,40,Cao,8,3,Beta,15,-41,22/08/2013,,,1182841508
11829,190,40,Dao,5,5,Beta,6,60,22/08/2013,,,1182941508
11830,167,10,Bxo,4,3,Beta,-6,37,22/08/2013,,,1183041508
11831,164,30,Cao,3,3,Beta,14,34,22/08/2013,,,1183141508
11820,177,110,Dao,9,8,Beta,-12,61,23/08/2013,,,1182041509
11823,139,100,Hsx,2,1,Alpha,-7,23,23/08/2013,,,1182341509
11825,186,50,Hax,6,2,Alpha,14,69,23/08/2013,,,1182541509
11827,98,60,Dao,6,8,Beta,-18,-18,23/08/2013,,,1182741509
11828,90,20,Cro,2,1,Beta,14,-26,23/08/2013,,,1182841509
11829,190,30,Cro,4,3,Beta,5,74,23/08/2013,,,1182941509
11830,168,50,Dao,6,5,Beta,-6,51,23/08/2013,,,1183041509
11831,166,30,Dro,4,5,Beta,13,49,23/08/2013,,,1183141509
11832,166,30,Cso,4,2,Beta,25,49,23/08/2013,,,1183241509
11820,176,70,Cao,9,3,Beta,-12,73,24/08/2013,,,1182041510
11823,140,100,Hsx,2,1,Alpha,-6,37,24/08/2013,,,1182341510
11825,189,30,Hax,1,1,Alpha,15,86,24/08/2013,,,1182541510
11827,98,30,Cro,5,8,Beta,-18,-5,24/08/2013,,,1182741510
11828,89,20,Cro,3,3,Beta,15,-14,24/08/2013,,,1182841510
11830,168,70,Dao,9,5,Beta,-5,64,24/08/2013,,,1183041510
11831,166,60,Dao,6,7,Beta,14,63,24/08/2013,,,1183141510
11832,165,30,Cro,4,6,Beta,25,61,24/08/2013,,,1183241510
11833,96,10,Bxo,2,3,Beta,18,-7,24/08/2013,,,1183341510
11820,174,40,Hsx,2,1,Alpha,-13,83,25/08/2013,,,1182041511
11823,139,90,Hsx,2,1,Alpha,-7,49,25/08/2013,,,1182341511
11827,96,10,Bxo,5,4,Beta,-18,6,25/08/2013,,,1182741511
11828,89,20,Hrx,2,3,Alpha,15,0,25/08/2013,,,1182841511
11830,168,70,Cao,11,5,Beta,-5,78,25/08/2013,,,1183041511
11831,167,80,Cao,6,3,Beta,13,77,25/08/2013,,,1183141511
11834,19,10,Bxo,9,3,Beta,14,-71,25/08/2013,,,1183441511
11835,10,30,Hsx,2,1,Alpha,-9,-80,25/08/2013,,,1183541511
11823,140,60,Hsx,1,1,Alpha,-10,63,26/08/2013,,,1182341512
11828,90,10,Bxo,1,2,Beta,5,13,26/08/2013,,,1182841512
11834,16,10,Bxo,1,2,Beta,14,-64,26/08/2013,,,1183441512
11835,13,180,Hsx,2,1,Alpha,-10,-63,26/08/2013,,,1183541512
11823,140,60,Hsx,1,1,Alpha,-10,76,27/08/2013,,,1182341513
11828,90,10,Axx,1,1,Alpha,5,26,27/08/2013,,,1182841513
11835,12,140,Cso,4,3,Beta,-10,-51,27/08/2013,,,1183541513
11823,140,60,Hsx,1,1,Alpha,-10,89,28/08/2013,,,1182341514
11828,91,10,Axx,1,1,Alpha,5,40,28/08/2013,,,1182841514
11834,17,10,Bxo,10,3,Beta,14,-34,28/08/2013,,,1183441514
11835,11,240,Dso,4,5,Beta,-10,-39,28/08/2013,,,1183541514
11836,342,70,Hsx,3,1,Alpha,10,-68,28/08/2013,,,1183641514
11834,16,20,Cro,4,6,Beta,14,-21,29/08/2013,,,1183441515
11835,10,280,Dko,4,6,Beta,-11,-26,29/08/2013,,,1183541515
11836,342,140,Hax,2,2,Alpha,10,-55,29/08/2013,,,1183641515
11834,18,40,Dai,6,15,Beta,14,-7,30/08/2013,,,1183441516
11835,12,250,Dko,4,7,Beta,-10,-13,30/08/2013,,,1183541516
11836,343,160,Hax,3,3,Alpha,12,-42,30/08/2013,,,1183641516
11834,19,30,Cri,7,17,Beta,13,7,31/08/2013,,,1183441517
11835,12,180,Dai,4,10,Beta,-10,0,31/08/2013,,,1183541517
11836,339,180,Cao,10,5,Beta,11,-33,31/08/2013,,,1183641517
11834,18,30,Cri,10,12,Beta,13,20,01/09/2013,,,1183441518
11835,11,140,Dsc,4,9,Beta,-11,13,01/09/2013,,,1183541518
11836,338,170,Eao,14,9,Beta-Gamma,11,-19,01/09/2013,,,1183641518
11834,18,60,Eai,11,18,Beta-Gamma,12,34,02/09/2013,,,1183441519
11835,10,110,Cso,5,11,Beta,-11,26,02/09/2013,,,1183541519
11836,339,150,Eso,14,12,Beta-Gamma,11,-4,02/09/2013,,,1183641519
11834,21,90,Dai,9,19,Beta-Gamma,12,50,03/09/2013,,,1183441520
11835,12,110,Cso,2,3,Beta,-10,41,03/09/2013,,,1183541520
11836,336,160,Eso,13,13,Beta-Gamma,11,5,03/09/2013,,,1183641520
11837,350,50,Dso,4,9,Beta,-16,19,03/09/2013,,,1183741520
11834,18,70,Cao,8,10,Beta,11,60,04/09/2013,,,1183441521
11835,12,80,Hax,2,3,Alpha,-10,54,04/09/2013,,,1183541521
11836,339,110,Hsx,6,8,Alpha,12,22,04/09/2013,,,1183641521
11837,350,100,Dsi,7,13,Beta,-16,32,04/09/2013,,,1183741521
11834,21,80,Cso,9,5,Beta,12,79,05/09/2013,,,1183441522
11835,12,60,Cso,3,4,Beta,-12,67,05/09/2013,,,1183541522
11836,342,110,Dso,5,7,Beta,12,39,05/09/2013,,,1183641522
11837,352,120,Dso,8,21,Beta,-15,47,05/09/2013,,,1183741522
11834,24,10,Bxo,7,3,Beta,13,94,06/09/2013,,,1183441523
11835,13,30,Cso,4,2,Beta,-8,82,06/09/2013,,,1183541523
11836,345,120,Cso,9,10,Beta,13,56,06/09/2013,,,1183641523
11837,352,130,Dsi,8,9,Beta,-16,61,06/09/2013,,,1183741523
11838,223,30,Hsx,2,1,Alpha,-3,-68,06/09/2013,,,1183841523
11836,345,130,Cao,8,5,Beta,11,67,07/09/2013,,,1183641524
11837,351,110,Dao,9,5,Beta,-16,73,07/09/2013,,,1183741524
11838,223,20,Hsx,1,1,Alpha,-5,-55,07/09/2013,,,1183841524
11836,344,90,Cao,2,2,Beta,10,78,08/09/2013,,,1183641525
11837,353,50,Hax,3,2,Alpha,-17,88,08/09/2013,,,1183741525
11838,225,30,Hax,1,1,Alpha,-5,-41,08/09/2013,,,1183841525
11836,344,60,Hax,2,1,Alpha,10,91,09/09/2013,,,1183641526
11838,226,30,Hax,2,3,Alpha,-3,-27,09/09/2013,,,1183841526
11838,223,10,Axx,2,3,Alpha,-4,-15,10/09/2013,,,1183841527
11838,223,0,Axx,0,1,Alpha,-4,-2,11/09/2013,,,1183841528
11839,253,10,Hrx,2,2,Alpha,-13,27,11/09/2013,,,1183941528
11838,226,10,Axx,2,3,Alpha,-4,13,12/09/2013,,,1183841529
11839,252,20,Cro,4,4,Beta,-12,40,12/09/2013,,,1183941529
11840,215,20,Cro,5,5,Beta,-12,3,12/09/2013,,,1184041529
11841,143,30,Hsx,2,1,Alpha,-5,-69,12/09/2013,,,1184141529
11838,224,10,Axx,1,2,Alpha,-5,25,13/09/2013,,,1183841530
11839,252,10,Bxo,1,1,Beta,-12,52,13/09/2013,,,1183941530
11840,218,1,Axx,2,2,Alpha,-11,19,13/09/2013,,,1184041530
11841,144,40,Cao,2,1,Beta,-6,-54,13/09/2013,,,1184141530
11842,261,20,Cro,4,2,Beta,4,62,13/09/2013,,,1184241530
11839,253,30,Cro,4,6,Beta,-12,66,14/09/2013,,,1183941531
11841,146,50,Cso,3,3,Beta,-6,-41,14/09/2013,,,1184141531
11842,263,10,Axx,1,1,Alpha,4,76,14/09/2013,,,1184241531
11839,256,20,Hrx,1,1,Alpha,-12,83,15/09/2013,,,1183941532
11841,145,40,Cso,2,3,Beta,-6,-28,15/09/2013,,,1184141532
11841,146,30,Hax,2,2,Alpha,-5,-14,16/09/2013,,,1184141533
11840,222,10,Bxo,2,2,Beta,-11,75,17/09/2013,,,1184041534
11841,144,30,Hsx,1,1,Alpha,-4,-2,17/09/2013,,,1184141534
11840,223,10,Axx,1,1,Alpha,-11,89,18/09/2013,,,1184041535
11841,146,30,Hsx,1,1,Alpha,-4,12,18/09/2013,,,1184141535
11843,127,20,Cao,3,4,Beta,1,-6,18/09/2013,,,1184341535
11844,189,10,Axx,1,1,Alpha,24,56,18/09/2013,,,1184441535
11845,73,10,Axx,1,1,Alpha,-20,-59,18/09/2013,,,1184541535
11846,56,50,Hax,2,1,Alpha,-16,-77,18/09/2013,,,1184641535
11847,66,10,Axx,1,1,Alpha,11,-67,18/09/2013,,,1184741535
11841,144,20,Hsx,1,1,Alpha,-4,25,19/09/2013,,,1184141536
11843,127,40,Dao,3,5,Beta,1,7,19/09/2013,,,1184341536
11845,73,10,Axx,1,1,Alpha,-18,-48,19/09/2013,,,1184541536
